date,flight number,belt number,scheduled arrival time,actual arrival time,offloaded bags,expected bags,first bag on belt,last bag on belt
21-11-25,TK525,Belt 1,1:20:00,1:34:00,127,135,1:43:00,2:00:00
21-11-25,KQ704,Belt 2,17:20:00,17:13:00,154,160,17:26:00,17:38:00
21-11-25,KQ706,Belt 2,9:10:00,9:05:00,138,145,9:17:00,9:32:00
22-11-25,BP312,Belt 1,8:50:00,8:53:00,88,97,9:01:00,9:17:00
22-11-25,ET34,Belt 1,11:45:00,11:47:00,71,68,12:01:00,12:19:00
22-11-25,ET35,Belt 2,13:10:00,13:27:00,63,58,13:36:00,13:46:00
22-11-25,SA62,Belt 2,12:40:00,12:46:00,192,200,12:55:00,13:00:00
22-11-25,TC212,Belt 1,12:20:00,12:21:00,174,164,12:35:00,12:52:00
22-11-25,UR722,Belt 3,11:45:00,12:01:00,33,38,12:16:00,12:29:00
22-11-25,WB112,Belt 3,15:00:00,15:00:00,128,129,15:14:00,15:29:00
22-11-25,ET873,Belt 1,13:10:00,13:05:00,344,338,13:20:00,13:38:00
22-11-25,4Z166,Belt 3,9:40:00,9:46:00,-5,30,9:58:00,10:08:00
22-11-25,4Z162,Belt 2,13:30:00,13:23:00,8,12,13:36:00,13:49:00
22-11-25,QR1455,Belt 1,7:50:00,7:42:00,365,365,7:50:00,8:06:00
22-11-25,QR1456,Belt 1,15:00:00,14:48:00,127,134,14:59:00,15:12:00
22-11-25,TK525,Belt 1,1:20:00,1:15:00,271,274,1:24:00,1:38:00
22-11-25,KQ704,Belt 3,17:20:00,17:36:00,94,97,17:47:00,17:56:00
22-11-25,KQ706,Belt 3,9:10:00,9:10:00,129,122,9:25:00,9:35:00
23-11-25,BP312,Belt 3,8:50:00,9:06:00,87,80,9:21:00,9:32:00
23-11-25,ET34,Belt 1,11:45:00,11:57:00,31,41,12:09:00,12:20:00
23-11-25,ET35,Belt 2,13:10:00,12:57:00,-5,70,13:10:00,13:29:00
23-11-25,SA62,Belt 2,12:40:00,12:48:00,106,102,12:59:00,13:07:00
23-11-25,TC212,Belt 1,12:20:00,12:33:00,104,100,12:46:00,13:06:00
23-11-25,UR722,Belt 1,11:45:00,11:37:00,9,15,11:48:00,11:56:00
23-11-25,WB112,Belt 3,15:00:00,15:20:00,87,90,15:28:00,15:43:00
23-11-25,ET873,Belt 2,13:10:00,13:27:00,309,309,13:38:00,13:57:00
23-11-25,4Z166,Belt 3,9:40:00,9:55:00,63,57,10:03:00,10:18:00
23-11-25,4Z162,Belt 3,13:30:00,13:23:00,30,37,13:38:00,13:53:00
23-11-25,QR1455,Belt 3,7:50:00,7:54:00,345,335,8:01:00,8:06:00
23-11-25,QR1456,Belt 2,15:00:00,14:46:00,128,120,14:59:00,15:11:00
23-11-25,TK525,Belt 1,1:20:00,1:24:00,148,150,1:38:00,1:47:00
23-11-25,KQ704,Belt 3,17:20:00,17:08:00,122,117,17:19:00,17:28:00
23-11-25,KQ706,Belt 1,9:10:00,9:04:00,98,92,9:14:00,9:19:00
24-11-25,BP312,Belt 2,8:50:00,8:36:00,92,87,8:51:00,9:02:00
24-11-25,ET34,Belt 2,11:45:00,11:43:00,12,21,11:56:00,12:09:00
24-11-25,ET35,Belt 1,13:10:00,13:08:00,44,34,13:18:00,13:34:00
24-11-25,SA62,Belt 2,12:40:00,12:49:00,115,116,12:59:00,13:13:00
24-11-25,TC212,Belt 2,12:20:00,12:39:00,199,194,12:52:00,13:08:00
24-11-25,UR722,Belt 3,11:45:00,11:45:00,39,40,11:53:00,12:05:00
24-11-25,WB112,Belt 3,15:00:00,14:58:00,146,143,15:12:00,15:27:00
24-11-25,ET873,Belt 1,13:10:00,13:12:00,392,389,13:20:00,13:30:00
24-11-25,4Z166,Belt 2,9:40:00,9:49:00,23,30,10:01:00,10:18:00
24-11-25,4Z162,Belt 2,13:30:00,13:33:00,23,18,13:47:00,14:05:00
24-11-25,QR1455,Belt 2,7:50:00,8:05:00,160,170,8:16:00,8:29:00
24-11-25,QR1456,Belt 1,15:00:00,15:02:00,163,160,15:09:00,15:24:00
24-11-25,TK525,Belt 1,1:20:00,1:20:00,395,395,1:33:00,1:50:00
24-11-25,KQ704,Belt 1,17:20:00,17:31:00,180,178,17:42:00,17:48:00
24-11-25,KQ706,Belt 1,9:10:00,9:30:00,191,194,9:42:00,9:48:00
25-11-25,BP312,Belt 2,8:50:00,8:47:00,187,184,8:57:00,9:07:00
25-11-25,ET34,Belt 3,11:45:00,11:35:00,33,23,11:43:00,11:58:00
25-11-25,ET35,Belt 1,13:10:00,12:57:00,55,48,13:04:00,13:09:00
25-11-25,SA62,Belt 2,12:40:00,12:25:00,93,93,12:37:00,12:44:00
25-11-25,TC212,Belt 2,12:20:00,12:39:00,88,82,12:49:00,13:05:00
25-11-25,UR722,Belt 2,11:45:00,11:47:00,17,22,12:02:00,12:19:00
25-11-25,WB112,Belt 1,15:00:00,15:01:00,127,128,15:10:00,15:26:00
25-11-25,ET873,Belt 3,13:10:00,13:07:00,257,261,13:22:00,13:34:00
25-11-25,4Z166,Belt 2,9:40:00,9:30:00,2,12,9:45:00,9:53:00
25-11-25,4Z162,Belt 1,13:30:00,13:35:00,40,35,13:42:00,13:52:00
25-11-25,QR1455,Belt 3,7:50:00,8:03:00,194,204,8:13:00,8:25:00
25-11-25,QR1456,Belt 3,15:00:00,14:45:00,182,189,14:58:00,15:15:00
25-11-25,TK525,Belt 2,1:20:00,1:12:00,180,188,1:20:00,1:27:00
25-11-25,KQ704,Belt 3,17:20:00,17:12:00,166,176,17:19:00,17:28:00
25-11-25,KQ706,Belt 1,9:10:00,9:25:00,166,170,9:36:00,9:51:00
26-11-25,BP312,Belt 3,8:50:00,9:10:00,74,75,9:21:00,9:40:00
26-11-25,ET34,Belt 1,11:45:00,11:35:00,14,16,11:49:00,12:06:00
26-11-25,ET35,Belt 2,13:10:00,13:02:00,29,37,13:12:00,13:30:00
26-11-25,SA62,Belt 1,12:40:00,12:35:00,146,141,12:46:00,12:58:00
26-11-25,TC212,Belt 2,12:20:00,12:36:00,79,74,12:49:00,13:05:00
26-11-25,UR722,Belt 2,11:45:00,12:02:00,48,55,12:16:00,12:28:00
26-11-25,WB112,Belt 1,15:00:00,15:14:00,78,76,15:24:00,15:43:00
26-11-25,ET873,Belt 1,13:10:00,13:08:00,302,294,13:16:00,13:30:00
26-11-25,4Z166,Belt 2,9:40:00,9:29:00,29,19,9:37:00,9:45:00
26-11-25,4Z162,Belt 3,13:30:00,13:33:00,16,20,13:47:00,13:59:00
26-11-25,QR1455,Belt 3,7:50:00,8:01:00,124,122,8:15:00,8:27:00
26-11-25,QR1456,Belt 2,15:00:00,14:50:00,300,302,15:03:00,15:17:00
26-11-25,TK525,Belt 2,1:20:00,1:16:00,216,222,1:23:00,1:38:00
26-11-25,KQ704,Belt 2,17:20:00,17:06:00,164,174,17:17:00,17:28:00
26-11-25,KQ706,Belt 2,9:10:00,9:09:00,202,195,9:23:00,9:38:00
27-11-25,BP312,Belt 2,8:50:00,8:47:00,130,130,9:01:00,9:21:00
27-11-25,ET34,Belt 2,11:45:00,11:31:00,-5,45,11:39:00,11:57:00
27-11-25,ET35,Belt 3,13:10:00,12:57:00,16,14,13:06:00,13:11:00
27-11-25,SA62,Belt 3,12:40:00,12:53:00,96,101,13:03:00,13:22:00
27-11-25,TC212,Belt 2,12:20:00,12:23:00,82,79,12:37:00,12:47:00
27-11-25,UR722,Belt 2,11:45:00,11:50:00,67,61,12:04:00,12:13:00
27-11-25,WB112,Belt 3,15:00:00,14:59:00,179,177,15:06:00,15:20:00
27-11-25,ET873,Belt 2,13:10:00,13:06:00,271,272,13:17:00,13:32:00
27-11-25,4Z166,Belt 1,9:40:00,9:49:00,67,66,9:58:00,10:07:00
27-11-25,4Z162,Belt 1,13:30:00,13:34:00,39,43,13:46:00,13:59:00
27-11-25,QR1455,Belt 3,7:50:00,7:49:00,282,286,8:01:00,8:10:00
27-11-25,QR1456,Belt 1,15:00:00,15:11:00,323,318,15:18:00,15:33:00
27-11-25,TK525,Belt 3,1:20:00,1:18:00,135,141,1:32:00,1:39:00
27-11-25,KQ704,Belt 2,17:20:00,17:08:00,145,149,17:18:00,17:26:00
27-11-25,KQ706,Belt 2,9:10:00,8:59:00,187,187,9:07:00,9:13:00
28-11-25,BP312,Belt 1,8:50:00,8:54:00,198,189,9:03:00,9:10:00
28-11-25,ET34,Belt 2,11:45:00,11:45:00,57,50,11:55:00,12:11:00
28-11-25,ET35,Belt 1,13:10:00,13:13:00,6,10,13:24:00,13:38:00
28-11-25,SA62,Belt 2,12:40:00,12:44:00,149,148,12:57:00,13:10:00
28-11-25,TC212,Belt 2,12:20:00,12:11:00,113,121,12:20:00,12:28:00
28-11-25,UR722,Belt 2,11:45:00,11:56:00,21,23,12:05:00,12:18:00
28-11-25,WB112,Belt 1,15:00:00,15:20:00,90,96,15:35:00,15:52:00
28-11-25,ET873,Belt 3,13:10:00,13:19:00,352,344,13:30:00,13:50:00
28-11-25,4Z166,Belt 3,9:40:00,9:46:00,10,20,9:56:00,10:07:00
28-11-25,4Z162,Belt 3,13:30:00,13:25:00,78,69,13:34:00,13:43:00
28-11-25,QR1455,Belt 3,7:50:00,7:46:00,283,293,7:58:00,8:05:00
28-11-25,QR1456,Belt 2,15:00:00,14:48:00,126,120,15:02:00,15:20:00
28-11-25,TK525,Belt 3,1:20:00,1:09:00,291,291,1:20:00,1:28:00
28-11-25,KQ704,Belt 1,17:20:00,17:08:00,-5,170,17:21:00,17:41:00
28-11-25,KQ706,Belt 2,9:10:00,8:55:00,155,149,9:07:00,9:14:00
29-11-25,BP312,Belt 1,8:50:00,9:07:00,119,124,9:18:00,9:27:00
29-11-25,ET34,Belt 2,11:45:00,11:39:00,49,45,11:53:00,12:06:00
29-11-25,ET35,Belt 3,13:10:00,13:17:00,24,17,13:30:00,13:46:00
29-11-25,SA62,Belt 2,12:40:00,12:54:00,77,76,13:08:00,13:24:00
29-11-25,TC212,Belt 1,12:20:00,12:07:00,174,178,12:22:00,12:33:00
29-11-25,UR722,Belt 1,11:45:00,12:00:00,28,33,12:07:00,12:18:00
29-11-25,WB112,Belt 2,15:00:00,15:12:00,168,162,15:22:00,15:27:00
29-11-25,ET873,Belt 1,13:10:00,13:25:00,208,208,13:33:00,13:49:00
29-11-25,4Z166,Belt 2,9:40:00,9:59:00,32,42,10:10:00,10:16:00
29-11-25,4Z162,Belt 3,13:30:00,13:24:00,37,27,13:38:00,13:55:00
29-11-25,QR1455,Belt 2,7:50:00,7:50:00,177,179,7:57:00,8:02:00
29-11-25,QR1456,Belt 3,15:00:00,14:50:00,300,291,15:04:00,15:24:00
29-11-25,TK525,Belt 3,1:20:00,1:19:00,302,292,1:34:00,1:42:00
29-11-25,KQ704,Belt 3,17:20:00,17:25:00,154,164,17:34:00,17:44:00
29-11-25,KQ706,Belt 1,9:10:00,9:30:00,94,91,9:38:00,9:44:00
30-11-25,BP312,Belt 3,8:50:00,8:59:00,85,85,9:07:00,9:20:00
30-11-25,ET34,Belt 2,11:45:00,11:47:00,60,51,11:54:00,12:09:00
30-11-25,ET35,Belt 2,13:10:00,13:15:00,64,64,13:24:00,13:40:00
30-11-25,SA62,Belt 3,12:40:00,12:53:00,75,73,13:06:00,13:12:00
30-11-25,TC212,Belt 3,12:20:00,12:16:00,125,119,12:25:00,12:38:00
30-11-25,UR722,Belt 2,11:45:00,11:56:00,25,21,12:03:00,12:16:00
30-11-25,WB112,Belt 2,15:00:00,14:50:00,126,120,15:03:00,15:13:00
30-11-25,ET873,Belt 3,13:10:00,13:00:00,50,51,13:11:00,13:27:00
30-11-25,4Z166,Belt 3,9:40:00,9:49:00,35,31,9:57:00,10:16:00
30-11-25,4Z162,Belt 3,13:30:00,13:46:00,9,17,13:55:00,14:02:00
30-11-25,QR1455,Belt 3,7:50:00,8:01:00,220,212,8:08:00,8:18:00
30-11-25,QR1456,Belt 3,15:00:00,15:00:00,171,161,15:12:00,15:31:00
30-11-25,TK525,Belt 1,1:20:00,1:24:00,175,176,1:34:00,1:43:00
30-11-25,KQ704,Belt 1,17:20:00,17:33:00,85,83,17:44:00,17:54:00
30-11-25,KQ706,Belt 3,9:10:00,9:15:00,113,105,9:27:00,9:45:00
01-12-25,BP312,Belt 1,8:50:00,8:55:00,116,118,9:05:00,9:15:00
01-12-25,ET34,Belt 1,11:45:00,11:54:00,30,26,12:05:00,12:12:00
01-12-25,ET35,Belt 2,13:10:00,13:07:00,40,32,13:19:00,13:35:00
01-12-25,SA62,Belt 2,12:40:00,12:54:00,195,185,13:03:00,13:09:00
01-12-25,TC212,Belt 2,12:20:00,12:36:00,162,168,12:51:00,13:02:00
01-12-25,UR722,Belt 1,11:45:00,11:39:00,38,37,11:50:00,12:01:00
01-12-25,WB112,Belt 2,15:00:00,15:15:00,-5,198,15:26:00,15:33:00
01-12-25,ET873,Belt 1,13:10:00,13:29:00,-5,157,13:39:00,13:58:00
01-12-25,4Z166,Belt 1,9:40:00,9:47:00,-5,12,10:02:00,10:12:00
01-12-25,4Z162,Belt 2,13:30:00,13:40:00,22,18,13:52:00,14:08:00
01-12-25,QR1455,Belt 2,7:50:00,7:51:00,251,243,7:58:00,8:13:00
01-12-25,QR1456,Belt 3,15:00:00,15:14:00,113,103,15:26:00,15:31:00
01-12-25,TK525,Belt 2,1:20:00,1:11:00,-5,265,1:23:00,1:38:00
01-12-25,KQ704,Belt 3,17:20:00,17:24:00,90,95,17:36:00,17:50:00
01-12-25,KQ706,Belt 1,9:10:00,9:25:00,196,189,9:34:00,9:39:00
02-12-25,BP312,Belt 1,8:50:00,8:54:00,194,186,9:07:00,9:24:00
02-12-25,ET34,Belt 2,11:45:00,11:36:00,60,63,11:47:00,12:03:00
02-12-25,ET35,Belt 3,13:10:00,13:05:00,36,31,13:18:00,13:32:00
02-12-25,SA62,Belt 1,12:40:00,12:36:00,135,129,12:44:00,13:02:00
02-12-25,TC212,Belt 3,12:20:00,12:17:00,146,138,12:30:00,12:35:00
02-12-25,UR722,Belt 2,11:45:00,11:43:00,37,42,11:54:00,12:05:00
02-12-25,WB112,Belt 3,15:00:00,15:19:00,99,105,15:31:00,15:37:00
02-12-25,ET873,Belt 1,13:10:00,13:11:00,-5,208,13:23:00,13:42:00
02-12-25,4Z166,Belt 3,9:40:00,9:50:00,24,20,9:57:00,10:06:00
02-12-25,4Z162,Belt 3,13:30:00,13:26:00,61,66,13:37:00,13:51:00
02-12-25,QR1455,Belt 3,7:50:00,7:42:00,141,144,7:52:00,8:10:00
02-12-25,QR1456,Belt 3,15:00:00,14:54:00,169,175,15:09:00,15:25:00
02-12-25,TK525,Belt 1,1:20:00,1:29:00,289,294,1:41:00,1:49:00
02-12-25,KQ704,Belt 1,17:20:00,17:40:00,166,170,17:54:00,18:11:00
02-12-25,KQ706,Belt 1,9:10:00,9:23:00,125,132,9:36:00,9:45:00
03-12-25,BP312,Belt 2,8:50:00,8:47:00,106,104,8:59:00,9:13:00
03-12-25,ET34,Belt 1,11:45:00,11:56:00,59,56,12:09:00,12:16:00
03-12-25,ET35,Belt 2,13:10:00,12:56:00,49,41,13:03:00,13:15:00
03-12-25,SA62,Belt 1,12:40:00,12:59:00,112,115,13:11:00,13:27:00
03-12-25,TC212,Belt 2,12:20:00,12:40:00,188,198,12:53:00,13:00:00
03-12-25,UR722,Belt 3,11:45:00,12:04:00,18,24,12:18:00,12:29:00
03-12-25,WB112,Belt 1,15:00:00,15:12:00,123,124,15:25:00,15:32:00
03-12-25,ET873,Belt 3,13:10:00,13:17:00,256,246,13:26:00,13:44:00
03-12-25,4Z166,Belt 3,9:40:00,9:47:00,27,28,10:00:00,10:20:00
03-12-25,4Z162,Belt 1,13:30:00,13:28:00,29,26,13:37:00,13:47:00
03-12-25,QR1455,Belt 3,7:50:00,8:09:00,405,399,8:17:00,8:36:00
03-12-25,QR1456,Belt 3,15:00:00,15:02:00,220,227,15:15:00,15:20:00
03-12-25,TK525,Belt 2,1:20:00,1:22:00,-5,213,1:37:00,1:54:00
03-12-25,KQ704,Belt 1,17:20:00,17:30:00,176,186,17:44:00,18:01:00
03-12-25,KQ706,Belt 2,9:10:00,9:19:00,82,83,9:32:00,9:45:00
04-12-25,BP312,Belt 1,8:50:00,9:07:00,108,99,9:21:00,9:37:00
04-12-25,ET34,Belt 3,11:45:00,11:30:00,55,55,11:45:00,12:01:00
04-12-25,ET35,Belt 2,13:10:00,13:17:00,55,60,13:30:00,13:47:00
04-12-25,SA62,Belt 2,12:40:00,12:56:00,84,90,13:03:00,13:18:00
04-12-25,TC212,Belt 1,12:20:00,12:13:00,132,136,12:28:00,12:47:00
04-12-25,UR722,Belt 3,11:45:00,11:36:00,17,13,11:47:00,11:53:00
04-12-25,WB112,Belt 2,15:00:00,15:14:00,199,195,15:26:00,15:32:00
04-12-25,ET873,Belt 2,13:10:00,13:05:00,237,239,13:18:00,13:33:00
04-12-25,4Z166,Belt 3,9:40:00,9:30:00,18,28,9:45:00,9:58:00
04-12-25,4Z162,Belt 1,13:30:00,13:34:00,29,28,13:47:00,13:52:00
04-12-25,QR1455,Belt 1,7:50:00,7:41:00,-5,216,7:48:00,7:56:00
04-12-25,QR1456,Belt 3,15:00:00,14:59:00,75,68,15:12:00,15:24:00
04-12-25,TK525,Belt 2,1:20:00,1:26:00,100,93,1:34:00,1:43:00
04-12-25,KQ704,Belt 1,17:20:00,17:29:00,117,107,17:43:00,18:01:00
04-12-25,KQ706,Belt 3,9:10:00,9:03:00,162,158,9:13:00,9:32:00
05-12-25,BP312,Belt 3,8:50:00,8:39:00,89,89,8:51:00,8:57:00
05-12-25,ET34,Belt 2,11:45:00,11:58:00,58,48,12:06:00,12:23:00
05-12-25,ET35,Belt 1,13:10:00,13:23:00,48,56,13:35:00,13:49:00
05-12-25,SA62,Belt 2,12:40:00,12:49:00,162,172,12:58:00,13:11:00
05-12-25,TC212,Belt 2,12:20:00,12:22:00,93,90,12:30:00,12:41:00
05-12-25,UR722,Belt 2,11:45:00,11:48:00,25,26,12:03:00,12:15:00
05-12-25,WB112,Belt 1,15:00:00,15:17:00,83,82,15:31:00,15:42:00
05-12-25,ET873,Belt 2,13:10:00,13:26:00,185,190,13:37:00,13:43:00
05-12-25,4Z166,Belt 3,9:40:00,9:29:00,30,35,9:40:00,9:53:00
05-12-25,4Z162,Belt 2,13:30:00,13:39:00,32,36,13:46:00,14:04:00
05-12-25,QR1455,Belt 2,7:50:00,8:05:00,114,116,8:16:00,8:35:00
05-12-25,QR1456,Belt 3,15:00:00,15:01:00,375,375,15:09:00,15:21:00
05-12-25,TK525,Belt 2,1:20:00,1:23:00,59,59,1:33:00,1:40:00
05-12-25,KQ704,Belt 2,17:20:00,17:22:00,152,143,17:36:00,17:54:00
05-12-25,KQ706,Belt 2,9:10:00,9:29:00,161,154,9:42:00,10:02:00
06-12-25,BP312,Belt 1,8:50:00,8:39:00,73,73,8:51:00,9:06:00
06-12-25,ET34,Belt 2,11:45:00,11:35:00,66,62,11:44:00,12:03:00
06-12-25,ET35,Belt 2,13:10:00,12:58:00,37,41,13:13:00,13:23:00
06-12-25,SA62,Belt 2,12:40:00,12:25:00,167,169,12:38:00,12:44:00
06-12-25,TC212,Belt 3,12:20:00,12:21:00,100,90,12:35:00,12:51:00
06-12-25,UR722,Belt 1,11:45:00,11:31:00,29,23,11:43:00,11:57:00
06-12-25,WB112,Belt 3,15:00:00,15:01:00,154,150,15:15:00,15:20:00
06-12-25,ET873,Belt 2,13:10:00,13:26:00,377,369,13:35:00,13:51:00
06-12-25,4Z166,Belt 2,9:40:00,9:32:00,40,37,9:39:00,9:53:00
06-12-25,4Z162,Belt 2,13:30:00,13:17:00,62,57,13:27:00,13:44:00
06-12-25,QR1455,Belt 1,7:50:00,7:37:00,119,117,7:45:00,7:53:00
06-12-25,QR1456,Belt 3,15:00:00,15:11:00,157,161,15:19:00,15:33:00
06-12-25,TK525,Belt 1,1:20:00,1:12:00,133,131,1:27:00,1:45:00
06-12-25,KQ704,Belt 1,17:20:00,17:30:00,128,125,17:41:00,17:56:00
06-12-25,KQ706,Belt 3,9:10:00,9:30:00,107,97,9:42:00,9:59:00
07-12-25,BP312,Belt 1,8:50:00,8:54:00,178,173,9:08:00,9:22:00
07-12-25,ET34,Belt 3,11:45:00,11:42:00,-5,20,11:55:00,12:09:00
07-12-25,ET35,Belt 2,13:10:00,12:56:00,44,44,13:10:00,13:20:00
07-12-25,SA62,Belt 1,12:40:00,12:25:00,97,95,12:38:00,12:56:00
07-12-25,TC212,Belt 3,12:20:00,12:20:00,128,118,12:27:00,12:39:00
07-12-25,UR722,Belt 2,11:45:00,11:35:00,58,49,11:50:00,11:57:00
07-12-25,WB112,Belt 3,15:00:00,15:08:00,164,174,15:20:00,15:32:00
07-12-25,ET873,Belt 1,13:10:00,13:20:00,351,341,13:34:00,13:41:00
07-12-25,4Z166,Belt 3,9:40:00,9:40:00,20,11,9:53:00,10:04:00
07-12-25,4Z162,Belt 1,13:30:00,13:35:00,40,39,13:45:00,13:55:00
07-12-25,QR1455,Belt 3,7:50:00,7:47:00,152,152,7:56:00,8:10:00
07-12-25,QR1456,Belt 3,15:00:00,15:13:00,61,65,15:27:00,15:46:00
07-12-25,TK525,Belt 3,1:20:00,1:27:00,409,400,1:41:00,1:53:00
07-12-25,KQ704,Belt 3,17:20:00,17:10:00,194,188,17:18:00,17:33:00
07-12-25,KQ706,Belt 2,9:10:00,9:04:00,136,132,9:12:00,9:17:00
08-12-25,BP312,Belt 1,8:50:00,8:38:00,81,78,8:53:00,9:13:00
08-12-25,ET34,Belt 2,11:45:00,11:58:00,17,14,12:09:00,12:17:00
08-12-25,ET35,Belt 1,13:10:00,13:03:00,68,59,13:18:00,13:23:00
08-12-25,SA62,Belt 2,12:40:00,12:37:00,184,193,12:48:00,13:05:00
08-12-25,TC212,Belt 1,12:20:00,12:10:00,81,80,12:23:00,12:42:00
08-12-25,UR722,Belt 1,11:45:00,11:58:00,53,60,12:06:00,12:15:00
08-12-25,WB112,Belt 2,15:00:00,15:14:00,93,98,15:26:00,15:44:00
08-12-25,ET873,Belt 3,13:10:00,12:56:00,217,223,13:06:00,13:26:00
08-12-25,4Z166,Belt 1,9:40:00,9:36:00,19,26,9:48:00,9:55:00
08-12-25,4Z162,Belt 1,13:30:00,13:30:00,72,67,13:40:00,13:53:00
08-12-25,QR1455,Belt 2,7:50:00,7:38:00,205,201,7:50:00,8:09:00
08-12-25,QR1456,Belt 3,15:00:00,14:57:00,190,182,15:08:00,15:14:00
08-12-25,TK525,Belt 3,1:20:00,1:29:00,131,125,1:40:00,1:45:00
08-12-25,KQ704,Belt 1,17:20:00,17:29:00,172,164,17:41:00,17:55:00
08-12-25,KQ706,Belt 2,9:10:00,8:56:00,118,110,9:07:00,9:27:00
09-12-25,BP312,Belt 3,8:50:00,8:49:00,181,182,8:58:00,9:07:00
09-12-25,ET34,Belt 2,11:45:00,11:47:00,47,48,12:00:00,12:13:00
09-12-25,ET35,Belt 3,13:10:00,13:17:00,14,24,13:27:00,13:41:00
09-12-25,SA62,Belt 1,12:40:00,12:47:00,71,73,12:59:00,13:16:00
09-12-25,TC212,Belt 2,12:20:00,12:17:00,114,113,12:26:00,12:41:00
09-12-25,UR722,Belt 2,11:45:00,11:35:00,-5,33,11:49:00,11:59:00
09-12-25,WB112,Belt 3,15:00:00,15:18:00,188,193,15:32:00,15:49:00
09-12-25,ET873,Belt 1,13:10:00,13:16:00,384,392,13:28:00,13:40:00
09-12-25,4Z166,Belt 2,9:40:00,9:34:00,20,23,9:43:00,9:56:00
09-12-25,4Z162,Belt 1,13:30:00,13:40:00,52,59,13:50:00,14:06:00
09-12-25,QR1455,Belt 2,7:50:00,7:45:00,293,285,7:52:00,8:04:00
09-12-25,QR1456,Belt 2,15:00:00,15:20:00,154,153,15:27:00,15:44:00
09-12-25,TK525,Belt 1,1:20:00,1:29:00,100,100,1:44:00,1:51:00
09-12-25,KQ704,Belt 3,17:20:00,17:07:00,81,90,17:21:00,17:33:00
09-12-25,KQ706,Belt 2,9:10:00,9:26:00,130,135,9:36:00,9:48:00
10-12-25,BP312,Belt 2,8:50:00,8:55:00,181,186,9:02:00,9:15:00
10-12-25,ET34,Belt 3,11:45:00,11:58:00,19,27,12:08:00,12:15:00
10-12-25,ET35,Belt 3,13:10:00,12:59:00,42,43,13:06:00,13:17:00
10-12-25,SA62,Belt 3,12:40:00,12:49:00,140,132,13:03:00,13:22:00
10-12-25,TC212,Belt 1,12:20:00,12:29:00,83,83,12:37:00,12:48:00
10-12-25,UR722,Belt 3,11:45:00,11:44:00,21,17,11:52:00,12:12:00
10-12-25,WB112,Belt 1,15:00:00,14:46:00,102,95,14:56:00,15:16:00
10-12-25,ET873,Belt 2,13:10:00,13:19:00,331,341,13:32:00,13:40:00
10-12-25,4Z166,Belt 3,9:40:00,9:55:00,70,66,10:05:00,10:24:00
10-12-25,4Z162,Belt 2,13:30:00,13:42:00,29,26,13:53:00,14:13:00
10-12-25,QR1455,Belt 2,7:50:00,7:47:00,140,140,8:02:00,8:22:00
10-12-25,QR1456,Belt 2,15:00:00,15:00:00,205,195,15:11:00,15:24:00
10-12-25,TK525,Belt 2,1:20:00,1:36:00,177,177,1:47:00,2:01:00
10-12-25,KQ704,Belt 3,17:20:00,17:23:00,175,182,17:32:00,17:52:00
10-12-25,KQ706,Belt 3,9:10:00,9:13:00,157,151,9:27:00,9:47:00
11-12-25,BP312,Belt 3,8:50:00,9:05:00,107,115,9:18:00,9:32:00
11-12-25,ET34,Belt 3,11:45:00,11:54:00,-5,69,12:06:00,12:16:00
11-12-25,ET35,Belt 1,13:10:00,13:23:00,52,59,13:33:00,13:44:00
11-12-25,SA62,Belt 3,12:40:00,12:39:00,197,198,12:51:00,13:11:00
11-12-25,TC212,Belt 1,12:20:00,12:10:00,155,146,12:20:00,12:29:00
11-12-25,UR722,Belt 3,11:45:00,11:33:00,16,20,11:46:00,11:56:00
11-12-25,WB112,Belt 2,15:00:00,15:00:00,-5,110,15:15:00,15:35:00
11-12-25,ET873,Belt 1,13:10:00,13:28:00,357,354,13:39:00,13:51:00
11-12-25,4Z166,Belt 1,9:40:00,9:38:00,39,40,9:50:00,9:59:00
11-12-25,4Z162,Belt 1,13:30:00,13:42:00,32,31,13:54:00,14:13:00
11-12-25,QR1455,Belt 3,7:50:00,7:39:00,275,267,7:52:00,8:10:00
11-12-25,QR1456,Belt 2,15:00:00,15:05:00,247,256,15:18:00,15:34:00
11-12-25,TK525,Belt 2,1:20:00,1:38:00,125,121,1:49:00,1:54:00
11-12-25,KQ704,Belt 1,17:20:00,17:11:00,117,121,17:22:00,17:36:00
11-12-25,KQ706,Belt 1,9:10:00,9:19:00,76,76,9:32:00,9:49:00
12-12-25,BP312,Belt 1,8:50:00,9:00:00,117,121,9:15:00,9:34:00
12-12-25,ET34,Belt 1,11:45:00,11:45:00,8,16,11:55:00,12:05:00
12-12-25,ET35,Belt 2,13:10:00,13:16:00,61,56,13:30:00,13:36:00
12-12-25,SA62,Belt 2,12:40:00,12:31:00,174,169,12:41:00,12:54:00
12-12-25,TC212,Belt 2,12:20:00,12:22:00,-5,166,12:30:00,12:36:00
12-12-25,UR722,Belt 1,11:45:00,11:56:00,29,31,12:11:00,12:27:00
12-12-25,WB112,Belt 2,15:00:00,14:49:00,135,142,15:03:00,15:12:00
12-12-25,ET873,Belt 3,13:10:00,13:06:00,87,87,13:19:00,13:28:00
12-12-25,4Z166,Belt 1,9:40:00,9:54:00,46,47,10:04:00,10:11:00
12-12-25,4Z162,Belt 2,13:30:00,13:44:00,-5,25,13:59:00,14:12:00
